This list contains all games supported by FinalBurn Neo.

6907 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| 88games	|  	| '88 Games						| 		| 1988	| Konami	| GX861		| 					| 861m01.k18| src/burn/drv/konami/d_88games.cpp|
| shisen	|  	| Shisensho - Joshiryo-Hen (Japan)			| matchit	| 1989	| Tamtex	| Miscellaneous	| 					| a-27-a.rom| src/burn/drv/pre90s/d_shisen.cpp|
| shisen2	|  	| Shisensho II						| matchit2	| 1993	| Tamtex	| Irem M90	| 					| sis2-h0-.rom| src/burn/drv/irem/d_m90.cpp|
| shocktro	|  	| Shock Troopers (set 1)				| 		| 1997	| Saurus	| Neo Geo MVS	| 					| 238-pg1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| shocktroa	|  	| Shock Troopers (set 2)				| shocktro	| 1997	| Saurus	| Neo Geo MVS	| 					| 238-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| shocktr2	|  	| Shock Troopers - 2nd Squad				| 		| 1998	| Saurus	| Neo Geo MVS	| 					| 246-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| shocking	|  	| Shocking						| 		| 1997	| Yun Sung	| Yun Sung 16 Bi| 					| yunsun16.u33| src/burn/drv/pst90s/d_yunsun16.cpp|
| shogwarrk	|  	| Shogun Warriors (Korea?)				| shogwarr	| 1992	| Kaneko	| Kaneko16	| 					| fb-030a.u61| src/burn/drv/pst90s/d_kaneko16.cpp|
| shogwarru	|  	| Shogun Warriors (US)					| shogwarr	| 1992	| Kaneko	| Kaneko16	| 					| fb030a.u61| src/burn/drv/pst90s/d_kaneko16.cpp|
| shogwarr	|  	| Shogun Warriors (World)				| 		| 1992	| Kaneko	| Kaneko16	| 					| fb030e.u61| src/burn/drv/pst90s/d_kaneko16.cpp|
| shootoutj	|  	| Shoot Out (Japan)					| shootout	| 1985	| Data East Corp| Miscellaneous	| 					| cg02.bin| src/burn/drv/dataeast/d_shootout.cpp|
| shootoutb	|  	| Shoot Out (Korean Bootleg)				| shootout	| 1985	| bootleg	| Miscellaneous	| 					| shootout.006| src/burn/drv/dataeast/d_shootout.cpp|
| shootout	|  	| Shoot Out (US)					| 		| 1985	| Data East USA	| Miscellaneous	| 					| cu00.b1| src/burn/drv/dataeast/d_shootout.cpp|
| shootbul	| D NW	| Shoot the Bull					| 		| 1985	| Bally Midway	| Pac-man	| Analog inputs not hooked up		| sb6e.cpu| src/burn/drv/pre90s/d_pacman.cpp|
| shtrider	|  	| Shot Rider						| 		| 1985	| Seibu Kaihatsu| Miscellaneous	| 					| sr01a.bin| src/burn/drv/pre90s/d_travrusa.cpp|
| shtriderb	|   NW	| Shot Rider (bootleg)					| shtrider	| 1985	| bootleg	| Miscellaneous	| Graphics issues			| sr1.20.m3| src/burn/drv/pre90s/d_travrusa.cpp|
| shtridera	|  	| Shot Rider (Sigma license)				| shtrider	| 1984	| Seibu Kaihatsu| Miscellaneous	| 					| 1.bin| src/burn/drv/pre90s/d_travrusa.cpp|
| shufshot135	|  	| Shuffleshot (v1.35)					| shufshot	| 1997	| Strata/Incredi| Miscellaneous	| 					| shot_prom0_v1.35.prom0| src/burn/drv/pst90s/d_itech32.cpp|
| shufshot137	|  	| Shuffleshot (v1.37)					| shufshot	| 1997	| Strata/Incredi| Miscellaneous	| 					| shot_prom0_v1.37.prom0| src/burn/drv/pst90s/d_itech32.cpp|
| shufshot138	|  	| Shuffleshot (v1.38)					| shufshot	| 1997	| Strata/Incredi| Miscellaneous	| 					| shot_prom0_v1.38.prom0| src/burn/drv/pst90s/d_itech32.cpp|
| shufshot139	|  	| Shuffleshot (v1.39)					| shufshot	| 1997	| Strata/Incredi| Miscellaneous	| 					| shot_prom0_v1.39.prom0| src/burn/drv/pst90s/d_itech32.cpp|
| shufshot	|  	| Shuffleshot (v1.40)					| 		| 1997	| Strata/Incredi| Miscellaneous	| 					| shot_prom0_v1.40.prom0| src/burn/drv/pst90s/d_itech32.cpp|
| shuuz2	|  	| Shuuz (version 7.1)					| shuuz		| 1990	| Atari Games	| Miscellaneous	| 					| 136083-23p.rom| src/burn/drv/atari/d_shuuz.cpp|
| shuuz		|  	| Shuuz (version 8.0)					| 		| 1990	| Atari Games	| Miscellaneous	| 					| 136083-4010.23p| src/burn/drv/atari/d_shuuz.cpp|
| sichuan2	|  	| Sichuan II (hack, set 1)				| matchit	| 1989	| hack		| Miscellaneous	| 					| 6.11d| src/burn/drv/pre90s/d_shisen.cpp|
| sichuan2a	|  	| Sichuan II (hack, set 2)				| matchit	| 1989	| hack		| Miscellaneous	| 					| sichuan.a6| src/burn/drv/pre90s/d_shisen.cpp|
| sidearmsj	|  	| Side Arms - Hyper Dyne (Japan, 861128)		| sidearms	| 1986	| Capcom	| Miscellaneous	| 					| a_15e.rom| src/burn/drv/pre90s/d_sidearms.cpp|
| sidearmsur1	|  	| Side Arms - Hyper Dyne (US, 861128)			| sidearms	| 1986	| Capcom (Romsta| Miscellaneous	| 					| 03| src/burn/drv/pre90s/d_sidearms.cpp|
| sidearmsu	|  	| Side Arms - Hyper Dyne (US, 861202)			| sidearms	| 1986	| Capcom (Romsta| Miscellaneous	| 					| saa_03.15e| src/burn/drv/pre90s/d_sidearms.cpp|
| sidearms	|  	| Side Arms - Hyper Dyne (World, 861129)		| 		| 1986	| Capcom	| Miscellaneous	| 					| sa03.bin| src/burn/drv/pre90s/d_sidearms.cpp|
| sidepcktb	|  	| Side Pocket (bootleg, set 1)				| sidepckt	| 1986	| bootleg	| Miscellaneous	| 					| sp_09.bin| src/burn/drv/dataeast/d_sidepckt.cpp|
| sidepcktb2	|  	| Side Pocket (bootleg, set 2)				| sidepckt	| 1986	| bootleg	| Miscellaneous	| 					| b-9.2a| src/burn/drv/dataeast/d_sidepckt.cpp|
| sidepcktj	|  	| Side Pocket (Japan, Cocktail)				| sidepckt	| 1986	| Data East Corp| Miscellaneous	| 					| dh00-1.3c| src/burn/drv/dataeast/d_sidepckt.cpp|
| sidepckt	|  	| Side Pocket (World)					| 		| 1986	| Data East Corp| Miscellaneous	| 					| dh00-e.3c| src/burn/drv/dataeast/d_sidepckt.cpp|
| silentdj	|  	| Silent Dragon (Japan)					| silentd	| 1992	| Taito Corporat| Taito B System| 					| east-12-1.ic32| src/burn/drv/taito/d_taitob.cpp|
| silentdu	|  	| Silent Dragon (US)					| silentd	| 1992	| Taito America | Taito B System| 					| east-12-1.ic32| src/burn/drv/taito/d_taitob.cpp|
| silentd	|  	| Silent Dragon (World)					| 		| 1992	| Taito Corporat| Taito B System| 					| east-12-1.ic32| src/burn/drv/taito/d_taitob.cpp|
| silkwormb	|  	| Silk Worm (bootleg)					| silkworm	| 1988	| Tecmo		| Miscellaneous	| 					| e3.4| src/burn/drv/pre90s/d_tecmo.cpp|
| silkwormj	|  	| Silk Worm (Japan)					| silkworm	| 1988	| Tecmo		| Miscellaneous	| 					| silkwormj.4| src/burn/drv/pre90s/d_tecmo.cpp|
| silkwormp	|  	| Silk Worm (prototype?)				| silkworm	| 1988	| Tecmo		| Miscellaneous	| 					| silkworm_pr4ma.4| src/burn/drv/pre90s/d_tecmo.cpp|
| silkworm	|  	| Silk Worm (World)					| 		| 1988	| Tecmo		| Miscellaneous	| 					| 4.5s| src/burn/drv/pre90s/d_tecmo.cpp|
| silvland	|  	| Silver Land						| rpatrol	| 1981	| Falcon	| Miscellaneous	| 					| 7.2r| src/burn/drv/pre90s/d_cclimber.cpp|
| silvmil	|  	| Silver Millennium					| 		| 1995	| Para		| Miscellaneous	| 					| d-13_u3.bin| src/burn/drv/pst90s/d_silvmil.cpp|
| sinistarp	|  	| Sinistar (AMOA-82 prototype)				| sinistar	| 1982	| Williams	| 6809 System	| 					| sinistar_rom_10-b_16-3004-21.4c| src/burn/drv/pre90s/d_williams.cpp|
| sinistar2	|  	| Sinistar (revision 2)					| sinistar	| 1982	| Williams	| 6809 System	| 					| sinistar_rom_10-b_16-3004-47.4c| src/burn/drv/pre90s/d_williams.cpp|
| sinistar	|  	| Sinistar (revision 3)					| 		| 1982	| Williams	| 6809 System	| 					| sinistar_rom_10-b_16-3004-62.4c| src/burn/drv/pre90s/d_williams.cpp|
| sirio2	|  	| Sirio II (Calfesa S.L. Spanish Moon Cresta bootleg)	| mooncrst	| 1980?	| bootleg (Calfe| Galaxian	| 					| sirio2_1.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| cskater	|  	| Skater (DECO Cassette) (Japan)			| 		| 1983	| Data East Corp| Cassette Syste| 					| dp-130_a.dgl| src/burn/drv/dataeast/d_decocass.cpp|
| skelagon	| D NW	| Skelagon						| sfx		| 1983	| Taiyo System (| Galaxian	| Bad Dump				| 31.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| skullxbo	|  	| Skull & Crossbones (rev 5)				| 		| 1989	| Atari Games	| Miscellaneous	| 					| 136072-5150.228a| src/burn/drv/atari/d_skullxbo.cpp|
| skullfnga	|  	| Skull Fang (Asia)					| skullfng	| 1996	| Data East Corp| Miscellaneous	| 					| sx00-0.2a| src/burn/drv/dataeast/d_decomlc.cpp|
| skullfngj	|  	| Skull Fang (Japan)					| skullfng	| 1996	| Data East Corp| Miscellaneous	| 					| sh00-0.2a| src/burn/drv/dataeast/d_decomlc.cpp|
| skullfng	|  	| Skull Fang (World)					| 		| 1996	| Data East Corp| DECO MLC	| 					| sw00-0.2a| src/burn/drv/dataeast/d_decomlc.cpp|
| skyadvntj	|  	| Sky Adventure (Japan)					| skyadvnt	| 1989	| Alpha Denshi C| Alpha 68k	| 					| saj1.c19| src/burn/drv/pre90s/d_alpha68k2.cpp|
| skyadvntu	|  	| Sky Adventure (US)					| skyadvnt	| 1989	| Alpha Denshi C| Alpha 68k	| 					| sa_v3.1| src/burn/drv/pre90s/d_alpha68k2.cpp|
| skyadvnt	|  	| Sky Adventure (World)					| 		| 1989	| Alpha Denshi C| Alpha 68k	| 					| sa1.bin| src/burn/drv/pre90s/d_alpha68k2.cpp|
| skyalert	|  	| Sky Alert						| 		| 1992	| Metro		| Miscellaneous	| 					| sa_c_09.bin| src/burn/drv/pst90s/d_metro.cpp|
| skyarmy	|  	| Sky Army						| 		| 1982	| Shoei		| Miscellaneous	| 					| a1h.bin| src/burn/drv/pre90s/d_skyarmy.cpp|
| skybase	|  	| Sky Base						| 		| 1982	| Omori Electric| Galaxian	| 					| skybase.9a| src/burn/drv/galaxian/d_galaxian.cpp|
| skyfox	|  	| Sky Fox						| 		| 1987	| Jaleco (Nichib| Miscellaneous	| 					| skyfox1.bin| src/burn/drv/pre90s/d_skyfox.cpp|
| skykidd	|  	| Sky Kid (CUS60 version)				| skykid	| 1985	| Namco		| Miscellaneous	| 					| sk1_2.6c| src/burn/drv/pre90s/d_skykid.cpp|
| skykid	|  	| Sky Kid (new version)					| 		| 1985	| Namco		| Miscellaneous	| 					| sk2_2.6c| src/burn/drv/pre90s/d_skykid.cpp|
| skykido	|  	| Sky Kid (old version)					| skykid	| 1985	| Namco		| Miscellaneous	| 					| sk2_2.6c| src/burn/drv/pre90s/d_skykid.cpp|
| skykids	|  	| Sky Kid (Sipem)					| skykid	| 1985	| Namco [Sipem l| Miscellaneous	| 					| sk2a.6c| src/burn/drv/pre90s/d_skykid.cpp|
| skykiddx	|  	| Sky Kid Deluxe (set 1)				| 		| 1986	| Namco		| System 86	| 					| sk3_1b.9c| src/burn/drv/pre90s/d_namcos86.cpp|
| skykiddxo	|  	| Sky Kid Deluxe (set 2)				| skykiddx	| 1986	| Namco		| System 86	| 					| sk3_1.9c| src/burn/drv/pre90s/d_namcos86.cpp|
| skylancr	|  	| Sky Lancer						| 		| 1983	| Orca		| Miscellaneous	| 					| 1sl.5a| src/burn/drv/pre90s/d_funkybee.cpp|
| skylancre	|  	| Sky Lancer (Esco Trading Co license)			| skylancr	| 1983	| Orca (Esco Tra| Miscellaneous	| 					| 1.5a| src/burn/drv/pre90s/d_funkybee.cpp|
| skyraidr	|  	| Sky Raiders						| uniwars	| 1980	| bootleg	| Galaxian	| 					| f07_1a.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| skyrobo	|  	| Sky Robo						| 		| 1989	| Nichibutsu	| Miscellaneous	| 					| 3| src/burn/drv/pre90s/d_armedf.cpp|
| skyshark	|  	| Sky Shark (US, set 1)					| fshark	| 1987	| Toaplan / Tait| Miscellaneous	| 					| b02_18-2.m8| src/burn/drv/toaplan/d_twincobr.cpp|
| skysharka	|  	| Sky Shark (US, set 2)					| fshark	| 1987	| Toaplan / Tait| Miscellaneous	| 					| b02_18-2.m8| src/burn/drv/toaplan/d_twincobr.cpp|
| skyskipr	|  	| Sky Skipper						| 		| 1981	| Nintendo	| Miscellaneous	| 					| tnx1-c.2a| src/burn/drv/pre90s/d_popeye.cpp|
| skysmash	|  	| Sky Smasher						| 		| 1990	| Nihon System	| Miscellaneous	| 					| rom6| src/burn/drv/pst90s/d_bloodbro.cpp|
| skysoldrbl	|  	| Sky Soldiers (bootleg)				| skysoldr	| 1988	| bootleg	| Alpha 68k	| 					| g.bin| src/burn/drv/pre90s/d_alpha68k2.cpp|
| skysoldr	|  	| Sky Soldiers (US)					| 		| 1988	| Alpha Denshi C| Alpha 68k	| 					| ss.3| src/burn/drv/pre90s/d_alpha68k2.cpp|
| skywolf	|  	| Sky Wolf (set 1)					| airwolf	| 1987	| bootleg	| Miscellaneous	| 					| 02s_03.bin| src/burn/drv/pre90s/d_kyugo.cpp|
| skywolf2	|  	| Sky Wolf (set 2)					| airwolf	| 1987	| bootleg	| Miscellaneous	| 					| z80_2.bin| src/burn/drv/pre90s/d_kyugo.cpp|
| skywolf3	|  	| Sky Wolf (set 3)					| airwolf	| 1987	| bootleg	| Miscellaneous	| 					| 1.bin| src/burn/drv/pre90s/d_kyugo.cpp|
| slapfigha	|  	| Slap Fight (A76 set, GX-006-A PCB)			| alcon		| 1986	| Toaplan / Tait| Miscellaneous	| 					| a76_00.8p| src/burn/drv/toaplan/d_slapfght.cpp|
| slapfigh	|  	| Slap Fight (A77 set, 8606M PCB)			| alcon		| 1986	| Toaplan / Tait| Miscellaneous	| 					| a77_00.8p| src/burn/drv/toaplan/d_slapfght.cpp|
| slapfighb1	|  	| Slap Fight (bootleg set 1)				| alcon		| 1986	| bootleg	| Miscellaneous	| 					| sf_r19jb.bin| src/burn/drv/toaplan/d_slapfght.cpp|
| slapfighb2	|  	| Slap Fight (bootleg set 2)				| alcon		| 1986	| bootleg	| Miscellaneous	| 					| sf_r19eb.bin| src/burn/drv/toaplan/d_slapfght.cpp|
| slapfighb3	|  	| Slap Fight (bootleg set 3)				| alcon		| 1986	| bootleg	| Miscellaneous	| 					| k1-10.u90| src/burn/drv/toaplan/d_slapfght.cpp|
| slapshtr	|  	| Slap Shooter						| 		| 1986	| Sega		| System E	| 					| epr-7351.ic7| src/burn/drv/sega/d_segae.cpp|
| slapshotj	|  	| Slap Shot (Ver 2.2 J)					| slapshot	| 1994	| Taito Corporat| Taito Misc	| 					| d71-15.3| src/burn/drv/taito/d_slapshot.cpp|
| slapshot	|  	| Slap Shot (Ver 3.0 O)					| 		| 1994	| Taito Corporat| Taito Misc	| 					| promat.ic3| src/burn/drv/taito/d_slapshot.cpp|
| slipstrm	|  	| Slip Stream (Brazil 950515)				| 		| 1995	| Capcom	| Sega System 32| 					| s32b_prg01.ic6| src/burn/drv/sega/d_segas32.cpp|
| slipstrmh	|  	| Slip Stream (Hispanic 950515)				| slipstrm	| 1995	| Capcom	| System 32	| 					| s32h_prg01.ic6| src/burn/drv/sega/d_segas32.cpp|
| slither	|  	| Slither (set 1)					| 		| 1982	| Century II	| Miscellaneous	| Press 'P2 Start' to exit settings scre| u31.cpu| src/burn/drv/taito/d_qix.cpp|
| slithera	|  	| Slither (set 2)					| slither	| 1982	| Century II	| Miscellaneous	| Press 'P2 Start' to exit settings scre| u31.cpu| src/burn/drv/taito/d_qix.cpp|
| chf_slotmchn	|  	| Slot Machine						| 		| 1980	| Zircon	| Channel F	| 					| slotmchn.bin| src/burn/drv/channelf/d_channelf.cpp|
| slyspy2	|  	| Sly Spy (US revision 2)				| secretag	| 1989	| Data East USA	| DEC0		| 					| fa14-2.17l| src/burn/drv/dataeast/d_dec0.cpp|
| slyspy3	|  	| Sly Spy (US revision 3)				| secretag	| 1989	| Data East USA	| DEC0		| 					| fa14-3.17l| src/burn/drv/dataeast/d_dec0.cpp|
| slyspy	|  	| Sly Spy (US revision 4)				| secretag	| 1989	| Data East USA	| DEC0		| 					| fa14-4.17l| src/burn/drv/dataeast/d_dec0.cpp|
| smashtv3	|  	| Smash T.V. (rev 3.01)					| smashtv	| 1990	| Williams	| Y Unit	| 					| sl1_smash_tv_sound_rom_u4.u4| src/burn/drv/midway/d_yunit.cpp|
| smashtv4	|  	| Smash T.V. (rev 4.00)					| smashtv	| 1990	| Williams	| Y Unit	| 					| sl2_smash_tv_sound_rom_u4.u4| src/burn/drv/midway/d_yunit.cpp|
| smashtv5	|  	| Smash T.V. (rev 5.00)					| smashtv	| 1990	| Williams	| Y Unit	| 					| sl2_smash_tv_sound_rom_u4.u4| src/burn/drv/midway/d_yunit.cpp|
| smashtv6	|  	| Smash T.V. (rev 6.00)					| smashtv	| 1990	| Williams	| Y Unit	| 					| sl2_smash_tv_sound_rom_u4.u4| src/burn/drv/midway/d_yunit.cpp|
| smashtv	|  	| Smash T.V. (rev 8.00)					| 		| 1990	| Williams	| Y Unit	| 					| sl2_smash_tv_sound_rom_u4.u4| src/burn/drv/midway/d_yunit.cpp|
| snapjack	|  	| Snap Jack						| 		| 1982	| Universal	| Miscellaneous	| 					| sj1.c4| src/burn/drv/pre90s/d_ladybug.cpp|
| snapper	|  	| Snapper (Korea)					| 		| 1990	| Philko	| System 16B	| 					| snap2.r01| src/burn/drv/sega/d_sys16b.cpp|
| svcboot	|  	| SNK vs. Capcom - SVC Chaos (bootleg)			| svc		| 2003	| bootleg	| Neo Geo MVS	| 					| svc-p1.bin| src/burn/drv/neogeo/d_neogeo.cpp|
| svcpcb	|  	| SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 1)		| 		| 2003	| SNK Playmore	| Neo Geo MVS	| 					| 269-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| svcpcba	|  	| SNK vs. Capcom - SVC Chaos (JAMMA PCB, set 2)		| svcpcb	| 2003	| SNK Playmore	| Neo Geo MVS	| 					| 269-p1a.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| svc		|  	| SNK vs. Capcom - SVC Chaos (NGM-2690)(NGH-2690)	| 		| 2003	| SNK Playmore	| Neo Geo MVS	| 					| 269-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| svcplus	|  	| SNK vs. Capcom - SVC Chaos Plus (bootleg set 1)	| svc		| 2003	| bootleg	| Neo Geo MVS	| 					| svc-p2p.bin| src/burn/drv/neogeo/d_neogeo.cpp|
| svcplusa	|  	| SNK vs. Capcom - SVC Chaos Plus (bootleg set 2)	| svc		| 2003	| bootleg	| Neo Geo MVS	| 					| svc-p2pl.bin| src/burn/drv/neogeo/d_neogeo.cpp|
| svcsplus	|  	| SNK vs. Capcom - SVC Chaos Super Plus (bootleg)	| svc		| 2003	| bootleg	| Neo Geo MVS	| 					| svc-p1sp.bin| src/burn/drv/neogeo/d_neogeo.cpp|
| snowboara	|  	| Snow Board Championship (Version 2.0)			| snowboar	| 1994	| Gaelco	| Miscellaneous	| 					| sb_53.ic53| src/burn/drv/pst90s/d_gaelco2.cpp|
| snowboar	|  	| Snow Board Championship (Version 2.1)			| 		| 1994	| Gaelco	| Miscellaneous	| 					| sb.53| src/burn/drv/pst90s/d_gaelco2.cpp|
| snowbrosd	|  	| Snow Bros. - Nick & Tom (Dooyong license)		| snowbros	| 1990	| Toaplan (Dooyo| Kaneko Pandora| 					| sbk_3-a.bin| src/burn/drv/pst90s/d_hyperpac.cpp|
| snowbrosj	|  	| Snow Bros. - Nick & Tom (Japan)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| 					| snowbros.3| src/burn/drv/pst90s/d_hyperpac.cpp|
| snowbros	|  	| Snow Bros. - Nick & Tom (set 1)			| 		| 1990	| Toaplan	| Kaneko Pandora| 					| sn6.bin| src/burn/drv/pst90s/d_hyperpac.cpp|
| snowbrosa	|  	| Snow Bros. - Nick & Tom (set 2)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| 					| sbros-3a.5| src/burn/drv/pst90s/d_hyperpac.cpp|
| snowbrosb	|  	| Snow Bros. - Nick & Tom (set 3)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| 					| sbros3-a| src/burn/drv/pst90s/d_hyperpac.cpp|
| snowbrosc	|  	| Snow Bros. - Nick & Tom (set 4)			| snowbros	| 1990	| Toaplan	| Kaneko Pandora| 					| 3-a.ic5| src/burn/drv/pst90s/d_hyperpac.cpp|
| snowbroswb	|  	| Snow Bros. - Nick & Tom (The Winter Bobble hardware bootleg)| snowbros	| 1990	| bootleg	| Kaneko Pandora| 					| toa3.bin| src/burn/drv/pst90s/d_hyperpac.cpp|
| snowbro2	|  	| Snow Bros. 2 - with new elves (Hanafram)		| 		| 1994	| [Toaplan] Hana| Toaplan GP9001| 					| pro-4| src/burn/drv/toaplan/d_snowbro2.cpp|
| snowbro2ny	|  	| Snow Bros. 2 - with new elves (Nyanko)		| snowbro2	| 1994	| [Toaplan] Nyan| Toaplan GP9001| 					| rom1_c8.u61| src/burn/drv/toaplan/d_snowbro2.cpp|
| snowbro3	|  	| Snow Brothers 3 - Magical Adventure			| 		| 2002	| bootleg	| Kaneko Pandora| 					| ur4| src/burn/drv/pst90s/d_hyperpac.cpp|
| socbrawlh	|  	| Soccer Brawl (NGH-031)				| socbrawl	| 1991	| SNK		| Neo Geo MVS	| 					| 031-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| socbrawl	|  	| Soccer Brawl (NGM-031)				| 		| 1991	| SNK		| Neo Geo MVS	| 					| 031-pg1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| sokonuke	|  	| Sokonuke Taisen Game (Japan)				| 		| 1995	| Sammy Industri| Seta		| 					| 001-001.bin| src/burn/drv/pst90s/d_seta.cpp|
| soldivid	|  	| Sol Divide - The Sword Of Darkness			| 		| 1997	| Psikyo	| PS3-V1	| 					| 2-prog_l.u18| src/burn/drv/psikyo/d_psikyosh.cpp|
| soldividk	|  	| Sol Divide - The Sword Of Darkness (Korea)		| soldivid	| 1997	| Psikyo	| PS3-V1	| 					| 9-prog_lk.u18| src/burn/drv/psikyo/d_psikyosh.cpp|
| solarfox	|  	| Solar Fox (upright)					| 		| 1981	| Bally Midway	| Miscellaneous	| 					| sfcpu.3b| src/burn/drv/pre90s/d_mcr.cpp|
| solrwarr	|  	| Solar-Warrior (US)					| xsleena	| 1986	| Technos Japan | Miscellaneous	| 					| p9-02.ic66| src/burn/drv/pre90s/d_xain.cpp|
| soldam	|  	| Soldam						| 		| 1992	| Jaleco	| Mega System 1	| 					| 2ver1j.bin| src/burn/drv/pre90s/d_megasys1.cpp|
| soldamj	|  	| Soldam (Japan)					| soldam	| 1992	| Jaleco	| Mega System 1	| 					| soldam2.bin| src/burn/drv/pre90s/d_megasys1.cpp|
| amazon	|  	| Soldier Girl Amazon					| 		| 1986	| Nichibutsu	| Miscellaneous	| 					| 11.4d| src/burn/drv/pre90s/d_terracre.cpp|
| amazont	|  	| Soldier Girl Amazon (Tecfri license)			| amazon	| 1986	| Nichibutsu (Te| Miscellaneous	| 					| 5.4d| src/burn/drv/pre90s/d_terracre.cpp|
| solfigtr	|  	| Solitary Fighter (World)				| 		| 1991	| Taito Corporat| Taito F2	| 					| c91-05.59| src/burn/drv/taito/d_taitof2.cpp|
| slspirit	|  	| Solite Spirits					| 		| 1999	| Promat	| Miscellaneous	| 					| 3.u34| src/burn/drv/pst90s/d_1945kiii.cpp|
| solomonj	|  	| Solomon no Kagi (Japan)				| solomon	| 1986	| Tecmo		| Miscellaneous	| 					| slmn_06.bin| src/burn/drv/pre90s/d_solomon.cpp|
| solomon	|  	| Solomon's Key (US)					| 		| 1986	| Tecmo		| Miscellaneous	| 					| 6.3f| src/burn/drv/pre90s/d_solomon.cpp|
| sonofphx	|  	| Son of Phoenix (bootleg of Repulse)			| repulse	| 1985	| bootleg (Assoc| Miscellaneous	| 					| 5.f4| src/burn/drv/pre90s/d_kyugo.cpp|
| sonson	|  	| Son Son						| 		| 1984	| Capcom	| Miscellaneous	| 					| ss.01e| src/burn/drv/pre90s/d_sonson.cpp|
| sonsonj	|  	| Son Son (Japan)					| sonson	| 1984	| Capcom	| Miscellaneous	| 					| ss_0.l9| src/burn/drv/pre90s/d_sonson.cpp|
| chf_sonrsrch	|  	| Sonar Search						| 		| 1977	| Fairchild	| Channel F	| 					| sonrsrch.bin| src/burn/drv/channelf/d_channelf.cpp|
| sbmj		|   NW	| Sonic Blast Man (Japan)				| sbm		| 1990	| Taito Corporat| Taito B System| 					| c69-20-1.10| src/burn/drv/taito/d_taitob.cpp|
| sbm		|   NW	| Sonic Blast Man (US)					| 		| 1990	| Taito Corporat| Taito B System| 					| c69-20-2.ic10| src/burn/drv/taito/d_taitob.cpp|
| sonicbomd	|  	| Sonic Boom (FD1094 317-0053 decrypted)		| sonicbom	| 1987	| Sega		| System 16B	| 					| bootleg_epr-11342.a4| src/burn/drv/sega/d_sys16b.cpp|
| sonicbom	|  	| Sonic Boom (FD1094 317-0053)				| 		| 1987	| Sega		| System 16B	| 					| epr-11342.a4| src/burn/drv/sega/d_sys16b.cpp|
| sonicwi	|  	| Sonic Wings (Japan)					| aerofgt	| 1992	| Video System C| Video System	| 					| 2.149| src/burn/drv/pst90s/d_aerofgt.cpp|
| sstriker	|  	| Sorcer Striker					| 		| 1993	| Raizing	| Toaplan GP9001| 					| ra-ma_01_01.u65| src/burn/drv/toaplan/d_mahoudai.cpp|
| sstrikerk	|  	| Sorcer Striker (Korea)				| sstriker	| 1993	| Raizing (Unite| Toaplan GP9001| 					| ra-ma-01_01.u65| src/burn/drv/toaplan/d_mahoudai.cpp|
| kokoroj	|  	| Soreike Kokology (Rev A)				| 		| 1992	| Sega		| System 32	| 					| epr-15524a.ic8| src/burn/drv/sega/d_segas32.cpp|
| kokoroj2	|  	| Soreike Kokology Vol. 2 - Kokoro no Tanteikyoku	| 		| 1993	| Sega		| System 32	| 					| epr-16186.ic8| src/burn/drv/sega/d_segas32.cpp|
| sos		|  	| SOS							| 		| 1980	| Namco		| Miscellaneous	| 					| sos.p1| src/burn/drv/pre90s/d_warpwarp.cpp|
| sotsugyo	|  	| Sotsugyo Shousho					| 		| 1995	| Mitchell (Atlu| DECO IC16	| 					| 03.12f| src/burn/drv/dataeast/d_funkyjet.cpp|
| soukobdx	|  	| Souko Ban Deluxe (Japan, SB1)				| boxyboy	| 1990	| Namco		| System 1	| 					| sb1_snd0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| sspaceatc	| D	| Space Attack (cocktail)				| sspaceat	| 1979	| Sega		| Vic Dual	| No sound				| 139.u27| src/burn/drv/pre90s/d_vicdual.cpp|
| sspaceat	| D	| Space Attack (upright set 1)				| 		| 1979	| Sega		| Vic Dual	| No sound				| 155.u27| src/burn/drv/pre90s/d_vicdual.cpp|
| sspaceat2	| D	| Space Attack (upright set 2)				| sspaceat	| 1979	| Sega		| Vic Dual	| No sound				| 81.u48| src/burn/drv/pre90s/d_vicdual.cpp|
| sspaceat3	| D	| Space Attack (upright set 3)				| sspaceat	| 1979	| Sega		| Vic Dual	| No sound				| epr-115.u48| src/burn/drv/pre90s/d_vicdual.cpp|
